"cmdName","Description","Link","Authors","Letter"
"rats program to demonstrate bootstrapping with cointegration","rats program to demonstrate bootstrapping with cointegration","https://econpapers.repec.org/software/bocbocode/rtz00021.htm","`Tom Doan`","R"
"rats program to demonstrate calculation of an arranged autoregression","rats program to demonstrate calculation of an arranged autoregression","https://econpapers.repec.org/software/bocbocode/rtz00142.htm","`Tom Doan`","R"
"rats program to demonstrate conditional forecasting with a var","rats program to demonstrate conditional forecasting with a var","https://econpapers.repec.org/software/bocbocode/rtz00037.htm","`Tom Doan`","R"
"rats program to demonstrate contour graph","rats program to demonstrate contour graph","https://econpapers.repec.org/software/bocbocode/rtz00070.htm","`Tom Doan`","R"
"rats program to demonstrate durbin's cumulated periodogram test for serial correlation","rats program to demonstrate durbin's cumulated periodogram test for serial correlation","https://econpapers.repec.org/software/bocbocode/rtz00040.htm","`Tom Doan`","R"
"rats program to demonstrate estimation of a stochastic volatility model","rats program to demonstrate estimation of a stochastic volatility model","https://econpapers.repec.org/software/bocbocode/rtz00155.htm","`Tom Doan`","R"
"rats program to demonstrate estimation of an armax model","rats program to demonstrate estimation of an armax model","https://econpapers.repec.org/software/bocbocode/rtz00007.htm","`Tom Doan`","R"
"rats program to demonstrate estimation of structural var's","rats program to demonstrate estimation of structural var's","https://econpapers.repec.org/software/bocbocode/rtz00041.htm","`Tom Doan`","R"
"rats program to demonstrate forecasting an e-garch model using random simulations","rats program to demonstrate forecasting an e-garch model using random simulations","https://econpapers.repec.org/software/bocbocode/rtz00176.htm","`Tom Doan`","R"
"rats program to demonstrate forecasting using spectral techniques","rats program to demonstrate forecasting using spectral techniques","https://econpapers.repec.org/software/bocbocode/rtz00152.htm","`Tom Doan`","R"
"rats program to demonstrate frequency domain deseasonalization","rats program to demonstrate frequency domain deseasonalization","https://econpapers.repec.org/software/bocbocode/rtz00061.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling applied to a bayesian var","rats program to demonstrate gibbs sampling applied to a bayesian var","https://econpapers.repec.org/software/bocbocode/rtz00072.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling applied to a dcc garch model","rats program to demonstrate gibbs sampling applied to a dcc garch model","https://econpapers.repec.org/software/bocbocode/rtz00180.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling applied to an arma model","rats program to demonstrate gibbs sampling applied to an arma model","https://econpapers.repec.org/software/bocbocode/rtz00170.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling in a cointegrated model","rats program to demonstrate gibbs sampling in a cointegrated model","https://econpapers.repec.org/software/bocbocode/rtz00187.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling on dynamic probit model","rats program to demonstrate gibbs sampling on dynamic probit model","https://econpapers.repec.org/software/bocbocode/rtz00182.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling with a linear regression","rats program to demonstrate gibbs sampling with a linear regression","https://econpapers.repec.org/software/bocbocode/rtz00071.htm","`Tom Doan`","R"
"rats program to demonstrate gibbs sampling with garch model","rats program to demonstrate gibbs sampling with garch model","https://econpapers.repec.org/software/bocbocode/rtz00065.htm","`Tom Doan`","R"
"rats program to demonstrate granger causality test with heterogeneous panel","rats program to demonstrate granger causality test with heterogeneous panel","https://econpapers.repec.org/software/bocbocode/rtz00189.htm","`Tom Doan`","R"
"rats program to demonstrate hannan efficient estimation","rats program to demonstrate hannan efficient estimation","https://econpapers.repec.org/software/bocbocode/rtz00085.htm","`Tom Doan`","R"
"rats program to demonstrate historical decomposition","rats program to demonstrate historical decomposition","https://econpapers.repec.org/software/bocbocode/rtz00184.htm","`Tom Doan`","R"
"rats program to demonstrate importance sampling with garch model","rats program to demonstrate importance sampling with garch model","https://econpapers.repec.org/software/bocbocode/rtz00066.htm","`Tom Doan`","R"
"rats program to demonstrate inclan-tiao test for breaks in variance","rats program to demonstrate inclan-tiao test for breaks in variance","https://econpapers.repec.org/software/bocbocode/rtz00186.htm","`Tom Doan`","R"
"rats program to demonstrate inclan-tiao test for breaks in variance","rats program to demonstrate inclan-tiao test for breaks in variance","https://econpapers.repec.org/software/bocbocode/rtz00100.htm","`Tom Doan`","R"
"rats program to demonstrate iv estimation of var in panel data","rats program to demonstrate iv estimation of var in panel data","https://econpapers.repec.org/software/bocbocode/rtz00185.htm","`Tom Doan`","R"
"rats program to demonstrate lag length selection techniques in a var","rats program to demonstrate lag length selection techniques in a var","https://econpapers.repec.org/software/bocbocode/rtz00166.htm","`Tom Doan`","R"
"rats program to demonstrate markov switching arch","rats program to demonstrate markov switching arch","https://econpapers.repec.org/software/bocbocode/rtz00157.htm","`Tom Doan`","R"
"rats program to demonstrate monte carlo impulse response for a structural near-var","rats program to demonstrate monte carlo impulse response for a structural near-var","https://econpapers.repec.org/software/bocbocode/rtz00188.htm","`Tom Doan`","R"
"rats program to demonstrate monte carlo impulse response to exogenous variable","rats program to demonstrate monte carlo impulse response to exogenous variable","https://econpapers.repec.org/software/bocbocode/rtz00117.htm","`Tom Doan`","R"
"rats program to demonstrate monte carlo impulse responses for a near-var","rats program to demonstrate monte carlo impulse responses for a near-var","https://econpapers.repec.org/software/bocbocode/rtz00118.htm","`Tom Doan`","R"
"rats program to demonstrate monte carlo impulse responses for a standard var","rats program to demonstrate monte carlo impulse responses for a standard var","https://econpapers.repec.org/software/bocbocode/rtz00120.htm","`Tom Doan`","R"
"rats program to demonstrate monte carlo impulse responses for overidentified svars","rats program to demonstrate monte carlo impulse responses for overidentified svars","https://econpapers.repec.org/software/bocbocode/rtz00119.htm","`Tom Doan`","R"
"rats program to demonstrate multivariate garch models","rats program to demonstrate multivariate garch models","https://econpapers.repec.org/software/bocbocode/rtz00067.htm","`Tom Doan`","R"
"rats program to demonstrate multivariate garch using 2-stage dcc","rats program to demonstrate multivariate garch using 2-stage dcc","https://econpapers.repec.org/software/bocbocode/rtz00068.htm","`Tom Doan`","R"
"rats program to demonstrate non-parametric regression","rats program to demonstrate non-parametric regression","https://econpapers.repec.org/software/bocbocode/rtz00125.htm","`Tom Doan`","R"
"rats program to demonstrate quadratic programming","rats program to demonstrate quadratic programming","https://econpapers.repec.org/software/bocbocode/rtz00137.htm","`Tom Doan`","R"
"rats program to demonstrate shiller smoothness prior for distributed lag","rats program to demonstrate shiller smoothness prior for distributed lag","https://econpapers.repec.org/software/bocbocode/rtz00144.htm","`Tom Doan`","R"
"rats program to demonstrate swamy gls matrix weighted estimator","rats program to demonstrate swamy gls matrix weighted estimator","https://econpapers.repec.org/software/bocbocode/rtz00156.htm","`Tom Doan`","R"
"rats program to demonstrate time-varying coefficient estimation in a var","rats program to demonstrate time-varying coefficient estimation in a var","https://econpapers.repec.org/software/bocbocode/rtz00162.htm","`Tom Doan`","R"
"rats program to demonstrate univariate garch estimation","rats program to demonstrate univariate garch estimation","https://econpapers.repec.org/software/bocbocode/rtz00069.htm","`Tom Doan`","R"
"rats program to demonstrate univariate garch with nonparametric density","rats program to demonstrate univariate garch with nonparametric density","https://econpapers.repec.org/software/bocbocode/rtz00181.htm","`Tom Doan`","R"
"rats program to demonstrate use of neural networks","rats program to demonstrate use of neural networks","https://econpapers.repec.org/software/bocbocode/rtz00122.htm","`Tom Doan`","R"
"rats program to demonstrate various stability tests","rats program to demonstrate various stability tests","https://econpapers.repec.org/software/bocbocode/rtz00038.htm","`Tom Doan`","R"
"rats program to estimate a linear regression using an adaptive kernel estimator","rats program to estimate a linear regression using an adaptive kernel estimator","https://econpapers.repec.org/software/bocbocode/rtz00001.htm","`Tom Doan`","R"
"rats program to estimate a model with fractional differencing","rats program to estimate a model with fractional differencing","https://econpapers.repec.org/software/bocbocode/rtz00060.htm","`Tom Doan`","R"
"rats program to estimate dsge model","rats program to estimate dsge model","https://econpapers.repec.org/software/bocbocode/rtz00028.htm","`Tom Doan`","R"
"rats program to estimate hamilton switching model","rats program to estimate hamilton switching model","https://econpapers.repec.org/software/bocbocode/rtz00084.htm","`Tom Doan`","R"
"rats program to estimate observable index model from sargent-sims(1977)","rats program to estimate observable index model from sargent-sims(1977)","https://econpapers.repec.org/software/bocbocode/rtz00126.htm","`Tom Doan`","R"
"rats program to estimate probit model with random effects","rats program to estimate probit model with random effects","https://econpapers.repec.org/software/bocbocode/rtz00141.htm","`Tom Doan`","R"
"rats program to estimate term structure using non-linear methods","rats program to estimate term structure using non-linear methods","https://econpapers.repec.org/software/bocbocode/rtz00018.htm","`Tom Doan`","R"
"rats program to estimate term structure with cubic splines","rats program to estimate term structure with cubic splines","https://econpapers.repec.org/software/bocbocode/rtz00019.htm","`Tom Doan`","R"
"rats program to estimate various forms of dcc garch models","rats program to estimate various forms of dcc garch models","https://econpapers.repec.org/software/bocbocode/rtz00174.htm","`Tom Doan`","R"
